Title,LiveUrl,Total modules,Visitors,Page Views,LPCompletedRate,LPStarted,Sum of LPComplete,Trophies,Shared Trophies,Avg Minutes per Visitor,Bookmard Users,Duration(min),LearningPathUid,Roles,Products,Levels
Monitor and back up resources for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-monitor-backup-resources/,9,"12,915","203,850",182.89%,304,556,567,2559,35.09729643,589,435,learn.azure-admin-monitor-backup-resources,administrator,azure;azure-virtual-machines;azure-monitor;azure-application-insights;azure-backup;azure-site-recovery,beginner
Monitor and maintain Windows Server IaaS Virtual Machine,https://docs.microsoft.com/en-us/learn/paths/monitor-maintain-windows-server-iaas-virtual-machine/,5,715,"6,902",31.46%,178,56,61,2559,14.53375291,294,247,learn.wwl.monitor-maintain-windows-server-iaas-vm,administrator;solution-architect;student;technology-manager,azure;azure-cloud-shell;azure-monitor;azure-portal;azure-virtual-machines,intermediate
Monitor and optimize operational resources in SQL Server,https://docs.microsoft.com/en-us/learn/paths/monitor-optimize-operational-resources-sql-server/,5,"1,327","9,947",8.63%,823,71,82,2559,20.53077116,805,190,learn.wwl.monitor-optimize-operational-resources-sql-server,administrator,azure,intermediate
"Monitor the usage, performance, and availability of resources with Azure Monitor",https://docs.microsoft.com/en-us/learn/paths/monitor-usage-performance-availability-resources-azure-monitor/,7,"10,295","154,068",4.86%,597,29,32,2559,33.90012627,119,331,learn.monitor-usage-performance-availability-resources-azure-monitor,solution-architect;administrator,azure;azure-monitor,beginner
MS-500 part 1 - Implement and manage identity and access,https://docs.microsoft.com/en-us/learn/paths/implement-manage-identity-access/,10,"3,120","44,825",5.37%,354,19,24,2559,46.15050214,44,483,learn.wwl.implement-manage-identity-access,administrator;security-engineer;technology-manager,azure-active-directory,intermediate
MS-500 part 2 - Implement and manage threat protection,https://docs.microsoft.com/en-us/learn/paths/implement-manage-threat-protection/,12,"8,527","66,438",6.43%,171,11,17,2559,22.40448771,28,412,learn.wwl.implement-manage-threat-protection,administrator;security-engineer;technology-manager,defender-identity;defender-office365,intermediate
MS-500 part 3 - Implement and manage information protection,https://docs.microsoft.com/en-us/learn/paths/implement-manage-information-protection/,7,"1,203","17,765",22.83%,92,21,32,2559,46.26945137,23,341,learn.wwl.implement-manage-information-protection,administrator;security-engineer;technology-manager,office-365,intermediate
MS-500 part 4: Manage Governance and Compliance Features in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/manage-governance-compliance-features-microsoft-365/,10,"3,079","25,516",6.00%,100,6,15,2559,19.19564252,21,458,learn.wwl.manage-governance-compliance-features-microsoft-365,administrator;security-engineer;technology-manager,office-365,intermediate
Operate and maintain Azure Stack HCI,https://docs.microsoft.com/en-us/learn/paths/operate-maintain-azure-stack-hci/,4,334,"1,606",3.13%,224,7,8,2559,13.27904192,59,214,learn.wwl.operate-maintain-azure-stack-hci,devops-engineer;security-engineer;solution-architect;student;technology-manager,azure,intermediate
Optimize government operations with Azure,https://docs.microsoft.com/en-us/learn/paths/optimize-government-operations/,4,186,"1,119",9.20%,87,8,8,2559,11.07141577,35,135,learn.azure.optimize-government-operations,business-user,azure;azure-stack-edge;azure-stack-hub;azure-key-vault;azure-application-gateway;azure-active-directory;azure-virtual-network;azure-expressroute;azure-storage;azure-vpn-gateway;azure-sql-database;azure-disk-encryption,beginner
Optimize query performance in SQL Server,https://docs.microsoft.com/en-us/learn/paths/optimize-query-performance-sql-server/,3,"3,157","16,786",5.02%,"2,612",131,145,2559,17.20857354,"2,712",159,learn.wwl.optimize-query-performance-sql-server,data-analyst;data-engineer;database-administrator;developer,azure-sql-database;sql-server,intermediate
Perform data engineering with Azure Synapse Apache Spark Pools,https://docs.microsoft.com/en-us/learn/paths/perform-data-engineering-with-azure-synapse-apache-spark-pools/,5,"2,693","36,093",16.59%,"1,694",281,319,2559,29.61920411,815,143,learn.wwl.perform-data-engineering-with-azure-synapse-apache-spark-pools,data-engineer,azure-synapse-analytics,intermediate
Perform data science with Azure Databricks,https://docs.microsoft.com/en-us/learn/paths/perform-data-science-azure-databricks/,12,"6,347","102,347",6.25%,"1,952",122,154,2559,31.62838874,"1,967",505,learn.wwl.perform-data-science-azure-databricks,data-scientist,azure-databricks,intermediate
Pick and ship items in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/pick-ship-items-business-central/,3,131,"1,140",18.48%,92,17,18,2559,19.4302799,61,85,learn-dynamics.pick-ship-items-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Plan a Microsoft 365 Messaging hybrid configuration and migration,https://docs.microsoft.com/en-us/learn/paths/m365-messaging-hybrid-migration/,3,"1,686","13,737",8.64%,"1,308",113,139,2559,22.87598853,997,84,learn-m365.m365-messaging-hybrid-migration,administrator,m365;office-365;office-exchange-server,intermediate
Plan and implement an high availability and disaster recovery environment,https://docs.microsoft.com/en-us/learn/paths/plan-implement-high-availability-disaster-recovery-environment/,3,"1,134","7,846",10.06%,706,71,82,2559,19.68042328,971,153,learn.wwl.plan-implement-ha-dr-environment,data-analyst;data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate
Plan and Implement Data Platform Resources,https://docs.microsoft.com/en-us/learn/paths/plan-implement-data-platform-resources/,3,"3,755","17,475",9.75%,"1,149",112,125,2559,11.32155348,"1,360",186,learn.wwl.plan-implement-data-platform-resources,data-engineer;database-administrator,azure;azure-sql-database;sql-server,intermediate
Plan and implement identity synchronization,https://docs.microsoft.com/en-us/learn/paths/plan-implement-identity-synchronization/,5,757,"6,284",15.34%,378,58,69,2559,19.50138705,133,146,learn.wwl.plan-implement-identity-synchronization,administrator;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Plan your Windows 10 deployment strategy,https://docs.microsoft.com/en-us/learn/paths/plan-your-windows-10-deployment-strategy/,5,379,"2,657",9.90%,192,19,24,2559,18.51244503,79,161,learn.wwl.plan-your-windows-10-deployment-strategy,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Planning Azure for SAP workloads,https://docs.microsoft.com/en-us/learn/paths/plan-azure-sap-workloads/,3,748,"6,143",9.50%,537,51,57,2559,26.02691622,"1,133",206,learn-pr.wwl.planning-azure-sap-workloads,administrator,azure,advanced
Popular machine learning algorithms: Naive Bayes and PCA,https://docs.microsoft.com/en-us/learn/paths/machine-learning-popular-algorithms/,2,4,16,,,,,2559,1.0625,2,139,learn.reactors.machine-learning-popular-algorithms,developer;student;data-scientist,azure;vs-code,beginner
Post job usage and sales in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/post-job-usage-sales/,3,136,"1,140",19.72%,71,14,15,2559,22.43737745,111,133,learn-dynamics.post-job-usage-sales,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Post sales and purchase invoices in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/post-sales-purchase-invoices-dynamics-365-business-central/,5,742,"4,533",9.57%,282,27,29,2559,16.63883648,411,224,learn-dynamics.post-sales-purchase-invoices-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Power BI for Tableau users,https://docs.microsoft.com/en-us/learn/paths/power-bi-tableau/,7,"1,352","9,158",4.24%,802,34,36,2559,15.60045611,380,304,learn-bizapps.power-bi-tableau,data-analyst;business-user,power-bi,intermediate
Predict rocket launch delays with machine learning,https://docs.microsoft.com/en-us/learn/paths/machine-learning-predict-launch-delay-nasa/,3,610,"3,209",4.49%,356,16,20,2559,9.696174863,644,108,learn.student-evangelism.machine-learning-predict-launch-delay-nasa,student;data-scientist,vs-code,beginner
Prepare data for analysis,https://docs.microsoft.com/en-us/learn/paths/prepare-data-power-bi/,2,"25,159","264,566",16.29%,"16,878","2,749","3,028",2559,39.25876095,"12,436",206,learn-bizapps.data-preparation-in-power-bi,data-analyst,power-bi,intermediate
Prepare for AI engineering,https://docs.microsoft.com/en-us/learn/paths/prepare-for-ai-engineering/,1,"3,277","24,719",20.61%,"3,086",636,782,2559,16.62677754,252,31,learn.wwl.prepare-for-ai-engineering,ai-engineer;developer,azure,intermediate
Prepare for device management in Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/prepare-for-device-management-microsoft-365/,5,376,"2,255",10.50%,181,19,28,2559,14.45181738,113,142,learn.wwl.prepare-for-device-management-microsoft-365,administrator;security-engineer;solution-architect;technology-manager,azure-active-directory;m365;office-365,intermediate
Prepare the environment for a Microsoft Teams deployment,https://docs.microsoft.com/en-us/learn/paths/prepare-environment-for-microsoft-teams-deployment/,5,"1,080","14,402",12.95%,896,116,133,2559,38.20467593,97,243,learn.wwl.prepare-environment-for-microsoft-teams-deployment,administrator,m365;office-teams,intermediate
Prepare to complete the Project Specialist Technical Achievement,https://docs.microsoft.com/en-us/learn/paths/project-specialist-technical-achievement/,7,"80,534","463,362",16.01%,987,158,269,2559,15.46254253,"3,927",364,learn.wwl.project-specialist-technical-achievement,business-user,m365;power-apps;power-automate;power-platform,beginner
Prepare to teach the course: Modern Excel Analyst in a day,https://docs.microsoft.com/en-us/learn/paths/modern-excel-analyst/,5,7,14,,2,,,2559,7.295238095,16,316,learn.wwl.modern-excel-analyst,business-analyst,office-excel;power-bi,intermediate
Prepare to teach: Power BI paginated reports in a day,https://docs.microsoft.com/en-us/learn/paths/power-bi-paginated-reports/,7,2,3,,1,,,2559,1.208333333,10,528,learn.wwl.power-bi-paginated-reports,data-analyst,power-bi;power-platform;azure-powerbi-embedded,intermediate
Prerequisites for Azure administrators,https://docs.microsoft.com/en-us/learn/paths/azure-administrator-prerequisites/,9,"71,562","883,722",47.02%,"1,810",851,899,2559,31.79992244,"2,240",392,learn.azure-admin-prerequisites,administrator,azure;azure-virtual-machines;azure-virtual-network;azure-clis;azure-active-directory;azure-container-instances;azure-container-registry;azure-storage,beginner
Process and Translate Speech with Azure Cognitive Speech Services,https://docs.microsoft.com/en-us/learn/paths/process-translate-speech-azure-cognitive-speech-services/,2,"3,788","54,679",93.26%,"1,543","1,439","1,566",2559,17.63867036,"1,361",105,learn.wwl.process-translate-speech-azure-cognitive-speech-services,ai-engineer;developer,azure;azure-cognitive-services,intermediate
Process and translate text with Azure Cognitive Services,https://docs.microsoft.com/en-us/learn/paths/process-translate-text-azure-cognitive-services/,2,"1,536","15,263",33.04%,"1,123",371,421,2559,18.7086697,95,108,learn.wwl.process-translate-text-azure-cognitive-services,ai-engineer;developer,azure-cognitive-services,intermediate
Process customer and vendor payments in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/process-customer-vendor-payments-dynamics-365-business-central/,4,"1,057","11,089",13.02%,653,85,82,2559,26.11534216,662,186,learn-dynamics.process-customer-vendor-payments-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Process financial periodic activities in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/process-financial-periodic-activities-dynamics-365-business-central/,4,569,"3,182",9.74%,154,15,16,2559,12.96906854,358,184,learn-dynamics.process-financial-periodic-activities-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Process VAT in Microsoft Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/paths/process-vat-dynamics-365-business-central/,4,328,"2,206",12.58%,151,19,20,2559,14.76356707,304,146,learn-dynamics.vat-process-dynamics-365-business-central,functional-consultant;business-user,dynamics-365;dynamics-business-central,intermediate
Program with Transact-SQL,https://docs.microsoft.com/en-us/learn/paths/program-transact-sql/,4,407,"3,247",9.45%,254,24,26,2559,16.78087633,53,205,learn.wwl.program-transact-sql,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student;technology-manager,azure-sql-database;azure-sql-managed-instance;azure-sql-virtual-machines;azure-sqlserver-vm;sql-server,advanced
Protect against malicious threats with Microsoft Defender for Office 365,https://docs.microsoft.com/en-us/learn/paths/defender-office-365-malicious-threats/,3,317,"2,400",28.57%,175,50,54,2559,10.05178759,56,92,learn-m365.defender-office-365-malicious-threats,administrator;security-operations-analyst;security-engineer,m365;mdatp,beginner
Protect enterprise information with Microsoft 365,https://docs.microsoft.com/en-us/learn/paths/m365-information-protection/,5,"2,145","18,314",20.91%,"1,234",258,296,2559,15.88900544,"4,111",60,learn-m365.m365-information-protection,administrator;auditor,m365;office-365;m365-information-protection;m365-security-center,intermediate
Protect on-premises identities with Microsoft Defender for Identity,https://docs.microsoft.com/en-us/learn/paths/defender-identity-protect-on-premises/,3,239,"1,898",29.87%,154,46,50,2559,14.2013947,37,50,learn-m365.m365-defender-identity-protect-on-premises,administrator;security-operations-analyst;security-engineer,m365;mdatp,beginner
Protect public sector data in Azure,https://docs.microsoft.com/en-us/learn/paths/protect-public-sector-data/,2,333,"1,813",6.25%,96,6,6,2559,6.856506507,39,41,learn.azure.protect-public-sector-data,business-user,azure;azure-blueprints;azure-iot-hub;azure-stack-hub;azure-stack-edge;azure-farmbeats;azure-active-directory;azure-key-vault;azure-security-center;azure-monitor;azure-policy;azure-firewall;azure-network-watcher;azure-ddos-protection;azure-sentinel;azure-advisor,intermediate
